sale_datetime,Year,Month,Hour,Weekday_Name,total_sales
00:00.0,2014,1,4,Sunday,0
00:00.0,2014,1,5,Sunday,0
00:00.0,2014,1,6,Sunday,0
00:00.0,2014,1,7,Sunday,0
00:00.0,2014,1,8,Sunday,5
00:00.0,2014,1,9,Sunday,8.199999809
00:00.0,2014,1,10,Sunday,4
00:00.0,2014,1,11,Sunday,8
00:00.0,2014,1,12,Sunday,20.89999962
00:00.0,2014,1,13,Sunday,20
00:00.0,2014,1,14,Sunday,0
00:00.0,2014,1,15,Sunday,0
00:00.0,2014,1,16,Sunday,0
00:00.0,2014,1,17,Sunday,0
00:00.0,2014,1,18,Sunday,0
00:00.0,2014,1,19,Sunday,0
00:00.0,2014,1,20,Sunday,0
00:00.0,2014,1,21,Sunday,0
00:00.0,2014,1,22,Sunday,0
00:00.0,2014,1,23,Sunday,0
00:00.0,2014,1,0,Monday,0
00:00.0,2014,1,1,Monday,0
00:00.0,2014,1,2,Monday,0
00:00.0,2014,1,3,Monday,0
00:00.0,2014,1,4,Monday,0
00:00.0,2014,1,5,Monday,0
00:00.0,2014,1,6,Monday,0
00:00.0,2014,1,7,Monday,0
00:00.0,2014,1,8,Monday,2.399999976
00:00.0,2014,1,9,Monday,6
00:00.0,2014,1,10,Monday,4.300000012
00:00.0,2014,1,11,Monday,8
00:00.0,2014,1,12,Monday,9
00:00.0,2014,1,13,Monday,13
00:00.0,2014,1,14,Monday,5
00:00.0,2014,1,15,Monday,7
00:00.0,2014,1,16,Monday,0.5
00:00.0,2014,1,17,Monday,3
00:00.0,2014,1,18,Monday,0
00:00.0,2014,1,19,Monday,0
00:00.0,2014,1,20,Monday,0
00:00.0,2014,1,21,Monday,0
00:00.0,2014,1,22,Monday,0
00:00.0,2014,1,23,Monday,0
00:00.0,2014,1,0,Tuesday,0
00:00.0,2014,1,1,Tuesday,0
00:00.0,2014,1,2,Tuesday,0
00:00.0,2014,1,3,Tuesday,0
00:00.0,2014,1,4,Tuesday,0
00:00.0,2014,1,5,Tuesday,0
00:00.0,2014,1,6,Tuesday,0
00:00.0,2014,1,7,Tuesday,0
00:00.0,2014,1,8,Tuesday,0
00:00.0,2014,1,9,Tuesday,0
00:00.0,2014,1,10,Tuesday,0
00:00.0,2014,1,11,Tuesday,0
00:00.0,2014,1,12,Tuesday,0
00:00.0,2014,1,13,Tuesday,0
00:00.0,2014,1,14,Tuesday,0
00:00.0,2014,1,15,Tuesday,0
00:00.0,2014,1,16,Tuesday,0
00:00.0,2014,1,17,Tuesday,0
00:00.0,2014,1,18,Tuesday,0
00:00.0,2014,1,19,Tuesday,0
00:00.0,2014,1,20,Tuesday,0
00:00.0,2014,1,21,Tuesday,0
00:00.0,2014,1,22,Tuesday,0
00:00.0,2014,1,23,Tuesday,0
00:00.0,2014,1,0,Wednesday,0
00:00.0,2014,1,1,Wednesday,0
00:00.0,2014,1,2,Wednesday,0
00:00.0,2014,1,3,Wednesday,0
00:00.0,2014,1,4,Wednesday,0
00:00.0,2014,1,5,Wednesday,0
00:00.0,2014,1,6,Wednesday,0
00:00.0,2014,1,7,Wednesday,0
00:00.0,2014,1,8,Wednesday,6
00:00.0,2014,1,9,Wednesday,6
00:00.0,2014,1,10,Wednesday,4
00:00.0,2014,1,11,Wednesday,4
00:00.0,2014,1,12,Wednesday,5
00:00.0,2014,1,13,Wednesday,10
00:00.0,2014,1,14,Wednesday,12.52999982
00:00.0,2014,1,15,Wednesday,5.400000095
00:00.0,2014,1,16,Wednesday,2
00:00.0,2014,1,17,Wednesday,0.800000012
00:00.0,2014,1,18,Wednesday,12
00:00.0,2014,1,19,Wednesday,3.5
00:00.0,2014,1,20,Wednesday,2
00:00.0,2014,1,21,Wednesday,2
00:00.0,2014,1,22,Wednesday,0
00:00.0,2014,1,23,Wednesday,0
00:00.0,2014,1,0,Thursday,0
00:00.0,2014,1,1,Thursday,0
00:00.0,2014,1,2,Thursday,0
00:00.0,2014,1,3,Thursday,0
00:00.0,2014,1,4,Thursday,0
00:00.0,2014,1,5,Thursday,0
00:00.0,2014,1,6,Thursday,0
00:00.0,2014,1,7,Thursday,1
00:00.0,2014,1,8,Thursday,1
00:00.0,2014,1,9,Thursday,6.340000004
00:00.0,2014,1,10,Thursday,1.340000004
00:00.0,2014,1,11,Thursday,8
00:00.0,2014,1,12,Thursday,4
00:00.0,2014,1,13,Thursday,8
00:00.0,2014,1,14,Thursday,5
00:00.0,2014,1,15,Thursday,6
00:00.0,2014,1,16,Thursday,5
00:00.0,2014,1,17,Thursday,4
00:00.0,2014,1,18,Thursday,2
00:00.0,2014,1,19,Thursday,8
00:00.0,2014,1,20,Thursday,3
00:00.0,2014,1,21,Thursday,0
00:00.0,2014,1,22,Thursday,0
00:00.0,2014,1,23,Thursday,0
00:00.0,2014,1,0,Friday,0
00:00.0,2014,1,1,Friday,0
00:00.0,2014,1,2,Friday,0
00:00.0,2014,1,3,Friday,0
00:00.0,2014,1,4,Friday,0
00:00.0,2014,1,5,Friday,0
00:00.0,2014,1,6,Friday,0
00:00.0,2014,1,7,Friday,0
00:00.0,2014,1,8,Friday,4
00:00.0,2014,1,9,Friday,5
00:00.0,2014,1,10,Friday,3
00:00.0,2014,1,11,Friday,3
00:00.0,2014,1,12,Friday,12.30000019
00:00.0,2014,1,13,Friday,17
00:00.0,2014,1,14,Friday,10
00:00.0,2014,1,15,Friday,3
00:00.0,2014,1,16,Friday,0
00:00.0,2014,1,17,Friday,13
00:00.0,2014,1,18,Friday,3
00:00.0,2014,1,19,Friday,2
00:00.0,2014,1,20,Friday,6
00:00.0,2014,1,21,Friday,0
00:00.0,2014,1,22,Friday,0
00:00.0,2014,1,23,Friday,0
00:00.0,2014,1,0,Saturday,0
00:00.0,2014,1,1,Saturday,0
00:00.0,2014,1,2,Saturday,0
00:00.0,2014,1,3,Saturday,0
00:00.0,2014,1,4,Saturday,0
00:00.0,2014,1,5,Saturday,0
00:00.0,2014,1,6,Saturday,0
00:00.0,2014,1,7,Saturday,0.300000012
00:00.0,2014,1,8,Saturday,11
00:00.0,2014,1,9,Saturday,3
00:00.0,2014,1,10,Saturday,3
00:00.0,2014,1,11,Saturday,3.200000003
00:00.0,2014,1,12,Saturday,9
00:00.0,2014,1,13,Saturday,4
00:00.0,2014,1,14,Saturday,5
00:00.0,2014,1,15,Saturday,5
00:00.0,2014,1,16,Saturday,9
00:00.0,2014,1,17,Saturday,6
00:00.0,2014,1,18,Saturday,4.740000099
00:00.0,2014,1,19,Saturday,17
00:00.0,2014,1,20,Saturday,7
00:00.0,2014,1,21,Saturday,0
00:00.0,2014,1,22,Saturday,0
00:00.0,2014,1,23,Saturday,0
00:00.0,2014,1,0,Sunday,0
00:00.0,2014,1,1,Sunday,0
00:00.0,2014,1,2,Sunday,0
00:00.0,2014,1,3,Sunday,0
00:00.0,2014,1,4,Sunday,0
00:00.0,2014,1,5,Sunday,0
00:00.0,2014,1,6,Sunday,0
00:00.0,2014,1,7,Sunday,0
00:00.0,2014,1,8,Sunday,0
00:00.0,2014,1,9,Sunday,2
00:00.0,2014,1,10,Sunday,8
00:00.0,2014,1,11,Sunday,1
00:00.0,2014,1,12,Sunday,11.83000001
00:00.0,2014,1,13,Sunday,4.330000013
00:00.0,2014,1,14,Sunday,0
00:00.0,2014,1,15,Sunday,0
00:00.0,2014,1,16,Sunday,0
00:00.0,2014,1,17,Sunday,0
00:00.0,2014,1,18,Sunday,0
00:00.0,2014,1,19,Sunday,0
00:00.0,2014,1,20,Sunday,0
00:00.0,2014,1,21,Sunday,0
00:00.0,2014,1,22,Sunday,0
00:00.0,2014,1,23,Sunday,0
00:00.0,2014,1,0,Monday,0
00:00.0,2014,1,1,Monday,0
00:00.0,2014,1,2,Monday,0
00:00.0,2014,1,3,Monday,0
00:00.0,2014,1,4,Monday,0
00:00.0,2014,1,5,Monday,0
00:00.0,2014,1,6,Monday,0
00:00.0,2014,1,7,Monday,1
00:00.0,2014,1,8,Monday,3
00:00.0,2014,1,9,Monday,7
00:00.0,2014,1,10,Monday,20
00:00.0,2014,1,11,Monday,12
00:00.0,2014,1,12,Monday,4
00:00.0,2014,1,13,Monday,5
00:00.0,2014,1,14,Monday,4.200000048
00:00.0,2014,1,15,Monday,4
00:00.0,2014,1,16,Monday,12
00:00.0,2014,1,17,Monday,3
00:00.0,2014,1,18,Monday,4
00:00.0,2014,1,19,Monday,5.679999948
00:00.0,2014,1,20,Monday,3.319999993
00:00.0,2014,1,21,Monday,2
00:00.0,2014,1,22,Monday,0
00:00.0,2014,1,23,Monday,0
00:00.0,2014,1,0,Tuesday,0
00:00.0,2014,1,1,Tuesday,0
00:00.0,2014,1,2,Tuesday,0
00:00.0,2014,1,3,Tuesday,0
00:00.0,2014,1,4,Tuesday,0
00:00.0,2014,1,5,Tuesday,0
00:00.0,2014,1,6,Tuesday,0
00:00.0,2014,1,7,Tuesday,0
00:00.0,2014,1,8,Tuesday,2
00:00.0,2014,1,9,Tuesday,6
00:00.0,2014,1,10,Tuesday,4
00:00.0,2014,1,11,Tuesday,10
00:00.0,2014,1,12,Tuesday,6.660000026
00:00.0,2014,1,13,Tuesday,6.670000017
00:00.0,2014,1,14,Tuesday,6.5
00:00.0,2014,1,15,Tuesday,4
00:00.0,2014,1,16,Tuesday,3.200000048
00:00.0,2014,1,17,Tuesday,1
00:00.0,2014,1,18,Tuesday,2
00:00.0,2014,1,19,Tuesday,3.300000012
00:00.0,2014,1,20,Tuesday,6
00:00.0,2014,1,21,Tuesday,1
00:00.0,2014,1,22,Tuesday,0
00:00.0,2014,1,23,Tuesday,0
00:00.0,2014,1,0,Wednesday,0
00:00.0,2014,1,1,Wednesday,0
00:00.0,2014,1,2,Wednesday,0
00:00.0,2014,1,3,Wednesday,0
00:00.0,2014,1,4,Wednesday,0
00:00.0,2014,1,5,Wednesday,0
00:00.0,2014,1,6,Wednesday,0
00:00.0,2014,1,7,Wednesday,1
00:00.0,2014,1,8,Wednesday,1
00:00.0,2014,1,9,Wednesday,5
00:00.0,2014,1,10,Wednesday,2
00:00.0,2014,1,11,Wednesday,1
00:00.0,2014,1,12,Wednesday,7
00:00.0,2014,1,13,Wednesday,4
00:00.0,2014,1,14,Wednesday,10
00:00.0,2014,1,15,Wednesday,5
00:00.0,2014,1,16,Wednesday,5
00:00.0,2014,1,17,Wednesday,4
00:00.0,2014,1,18,Wednesday,7
00:00.0,2014,1,19,Wednesday,3
00:00.0,2014,1,20,Wednesday,3.039999992
00:00.0,2014,1,21,Wednesday,0
00:00.0,2014,1,22,Wednesday,0
00:00.0,2014,1,23,Wednesday,0
00:00.0,2014,1,0,Thursday,0
00:00.0,2014,1,1,Thursday,0
00:00.0,2014,1,2,Thursday,0
00:00.0,2014,1,3,Thursday,0
00:00.0,2014,1,4,Thursday,0
00:00.0,2014,1,5,Thursday,0
00:00.0,2014,1,6,Thursday,0
00:00.0,2014,1,7,Thursday,1
00:00.0,2014,1,8,Thursday,2
00:00.0,2014,1,9,Thursday,0
00:00.0,2014,1,10,Thursday,7
00:00.0,2014,1,11,Thursday,4
00:00.0,2014,1,12,Thursday,7.299999952
00:00.0,2014,1,13,Thursday,2
00:00.0,2014,1,14,Thursday,7
00:00.0,2014,1,15,Thursday,9.299999952
00:00.0,2014,1,16,Thursday,3
00:00.0,2014,1,17,Thursday,10
00:00.0,2014,1,18,Thursday,8
00:00.0,2014,1,19,Thursday,4
00:00.0,2014,1,20,Thursday,1
00:00.0,2014,1,21,Thursday,0
00:00.0,2014,1,22,Thursday,0
00:00.0,2014,1,23,Thursday,0
00:00.0,2014,1,0,Friday,0
00:00.0,2014,1,1,Friday,0
00:00.0,2014,1,2,Friday,0
00:00.0,2014,1,3,Friday,0
00:00.0,2014,1,4,Friday,0
00:00.0,2014,1,5,Friday,0
00:00.0,2014,1,6,Friday,0
00:00.0,2014,1,7,Friday,2
00:00.0,2014,1,8,Friday,1
00:00.0,2014,1,9,Friday,1
00:00.0,2014,1,10,Friday,7
00:00.0,2014,1,11,Friday,5
00:00.0,2014,1,12,Friday,4
00:00.0,2014,1,13,Friday,3
00:00.0,2014,1,14,Friday,5
00:00.0,2014,1,15,Friday,2
00:00.0,2014,1,16,Friday,3.200000048
00:00.0,2014,1,17,Friday,3
00:00.0,2014,1,18,Friday,3.200000048
00:00.0,2014,1,19,Friday,14.68000001
00:00.0,2014,1,20,Friday,3
00:00.0,2014,1,21,Friday,1.299999952
00:00.0,2014,1,22,Friday,0
00:00.0,2014,1,23,Friday,0
00:00.0,2014,1,0,Saturday,0
00:00.0,2014,1,1,Saturday,0
00:00.0,2014,1,2,Saturday,0
00:00.0,2014,1,3,Saturday,0
00:00.0,2014,1,4,Saturday,0
00:00.0,2014,1,5,Saturday,0
00:00.0,2014,1,6,Saturday,0
00:00.0,2014,1,7,Saturday,3
00:00.0,2014,1,8,Saturday,7
00:00.0,2014,1,9,Saturday,2
00:00.0,2014,1,10,Saturday,4
00:00.0,2014,1,11,Saturday,4
00:00.0,2014,1,12,Saturday,5
00:00.0,2014,1,13,Saturday,14
00:00.0,2014,1,14,Saturday,5.400000006
00:00.0,2014,1,15,Saturday,2.400000051
00:00.0,2014,1,16,Saturday,7
00:00.0,2014,1,17,Saturday,4
00:00.0,2014,1,18,Saturday,6
00:00.0,2014,1,19,Saturday,5
00:00.0,2014,1,20,Saturday,14.53000005
00:00.0,2014,1,21,Saturday,0
00:00.0,2014,1,22,Saturday,0
00:00.0,2014,1,23,Saturday,0
00:00.0,2014,1,0,Sunday,0
00:00.0,2014,1,1,Sunday,0
00:00.0,2014,1,2,Sunday,0
00:00.0,2014,1,3,Sunday,0
00:00.0,2014,1,4,Sunday,0
00:00.0,2014,1,5,Sunday,0
00:00.0,2014,1,6,Sunday,0
00:00.0,2014,1,7,Sunday,0
00:00.0,2014,1,8,Sunday,1
00:00.0,2014,1,9,Sunday,3
00:00.0,2014,1,10,Sunday,3.799999952
00:00.0,2014,1,11,Sunday,11.6300004
00:00.0,2014,1,12,Sunday,10
00:00.0,2014,1,13,Sunday,3
00:00.0,2014,1,14,Sunday,0
00:00.0,2014,1,15,Sunday,0
00:00.0,2014,1,16,Sunday,0
00:00.0,2014,1,17,Sunday,0
00:00.0,2014,1,18,Sunday,0
00:00.0,2014,1,19,Sunday,0
00:00.0,2014,1,20,Sunday,0
00:00.0,2014,1,21,Sunday,0
00:00.0,2014,1,22,Sunday,0
00:00.0,2014,1,23,Sunday,0
00:00.0,2014,1,0,Monday,0
00:00.0,2014,1,1,Monday,0
00:00.0,2014,1,2,Monday,0
00:00.0,2014,1,3,Monday,0
00:00.0,2014,1,4,Monday,0
00:00.0,2014,1,5,Monday,0
00:00.0,2014,1,6,Monday,0
00:00.0,2014,1,7,Monday,2
00:00.0,2014,1,8,Monday,0
00:00.0,2014,1,9,Monday,3
00:00.0,2014,1,10,Monday,4
00:00.0,2014,1,11,Monday,7.300000012
00:00.0,2014,1,12,Monday,4
00:00.0,2014,1,13,Monday,1.340000004
00:00.0,2014,1,14,Monday,17
00:00.0,2014,1,15,Monday,5
00:00.0,2014,1,16,Monday,4.400000095
00:00.0,2014,1,17,Monday,2
00:00.0,2014,1,18,Monday,2.200000003
00:00.0,2014,1,19,Monday,5.300000012
00:00.0,2014,1,20,Monday,1
00:00.0,2014,1,21,Monday,1
00:00.0,2014,1,22,Monday,0
00:00.0,2014,1,23,Monday,0
00:00.0,2014,1,0,Tuesday,0
00:00.0,2014,1,1,Tuesday,0
00:00.0,2014,1,2,Tuesday,0
00:00.0,2014,1,3,Tuesday,0
00:00.0,2014,1,4,Tuesday,0
00:00.0,2014,1,5,Tuesday,0
00:00.0,2014,1,6,Tuesday,0
00:00.0,2014,1,7,Tuesday,1
00:00.0,2014,1,8,Tuesday,6
00:00.0,2014,1,9,Tuesday,3
00:00.0,2014,1,10,Tuesday,3.340000004
00:00.0,2014,1,11,Tuesday,9
00:00.0,2014,1,12,Tuesday,10
00:00.0,2014,1,13,Tuesday,3
00:00.0,2014,1,14,Tuesday,2
00:00.0,2014,1,15,Tuesday,1
00:00.0,2014,1,16,Tuesday,4
00:00.0,2014,1,17,Tuesday,7
00:00.0,2014,1,18,Tuesday,9
00:00.0,2014,1,19,Tuesday,5
00:00.0,2014,1,20,Tuesday,6
00:00.0,2014,1,21,Tuesday,0
00:00.0,2014,1,22,Tuesday,0
00:00.0,2014,1,23,Tuesday,0
00:00.0,2014,1,0,Wednesday,0
00:00.0,2014,1,1,Wednesday,0
00:00.0,2014,1,2,Wednesday,0
00:00.0,2014,1,3,Wednesday,0
00:00.0,2014,1,4,Wednesday,0
00:00.0,2014,1,5,Wednesday,0
00:00.0,2014,1,6,Wednesday,0
00:00.0,2014,1,7,Wednesday,1
00:00.0,2014,1,8,Wednesday,1
00:00.0,2014,1,9,Wednesday,2
00:00.0,2014,1,10,Wednesday,6.200000003
00:00.0,2014,1,11,Wednesday,3
00:00.0,2014,1,12,Wednesday,8.399999857
00:00.0,2014,1,13,Wednesday,3.799999952
00:00.0,2014,1,14,Wednesday,3
00:00.0,2014,1,15,Wednesday,4
00:00.0,2014,1,16,Wednesday,6.400000095
00:00.0,2014,1,17,Wednesday,4.299999952
00:00.0,2014,1,18,Wednesday,1
00:00.0,2014,1,19,Wednesday,4
00:00.0,2014,1,20,Wednesday,4
00:00.0,2014,1,21,Wednesday,0
00:00.0,2014,1,22,Wednesday,0
00:00.0,2014,1,23,Wednesday,0
00:00.0,2014,1,0,Thursday,0
00:00.0,2014,1,1,Thursday,0
00:00.0,2014,1,2,Thursday,0
00:00.0,2014,1,3,Thursday,0
00:00.0,2014,1,4,Thursday,0
00:00.0,2014,1,5,Thursday,0
00:00.0,2014,1,6,Thursday,0
00:00.0,2014,1,7,Thursday,0
00:00.0,2014,1,8,Thursday,0
00:00.0,2014,1,9,Thursday,0
00:00.0,2014,1,10,Thursday,4
00:00.0,2014,1,11,Thursday,4
00:00.0,2014,1,12,Thursday,3.540000051
00:00.0,2014,1,13,Thursday,4.200000048
00:00.0,2014,1,14,Thursday,2
00:00.0,2014,1,15,Thursday,4.329999924
00:00.0,2014,1,16,Thursday,4
00:00.0,2014,1,17,Thursday,10
00:00.0,2014,1,18,Thursday,3
00:00.0,2014,1,19,Thursday,3
00:00.0,2014,1,20,Thursday,7
00:00.0,2014,1,21,Thursday,0
00:00.0,2014,1,22,Thursday,0
00:00.0,2014,1,23,Thursday,0
00:00.0,2014,1,0,Friday,0
00:00.0,2014,1,1,Friday,0
00:00.0,2014,1,2,Friday,0
00:00.0,2014,1,3,Friday,0
00:00.0,2014,1,4,Friday,0
00:00.0,2014,1,5,Friday,0
00:00.0,2014,1,6,Friday,0
00:00.0,2014,1,7,Friday,0
00:00.0,2014,1,8,Friday,4
00:00.0,2014,1,9,Friday,5
00:00.0,2014,1,10,Friday,4.340000004
00:00.0,2014,1,11,Friday,10.33000001
00:00.0,2014,1,12,Friday,2.940000027
00:00.0,2014,1,13,Friday,0
00:00.0,2014,1,14,Friday,3
00:00.0,2014,1,15,Friday,5
00:00.0,2014,1,16,Friday,3
00:00.0,2014,1,17,Friday,8
00:00.0,2014,1,18,Friday,4
00:00.0,2014,1,19,Friday,2
00:00.0,2014,1,20,Friday,1
00:00.0,2014,1,21,Friday,0
00:00.0,2014,1,22,Friday,0
00:00.0,2014,1,23,Friday,0
00:00.0,2014,1,0,Saturday,0
00:00.0,2014,1,1,Saturday,0
00:00.0,2014,1,2,Saturday,0
00:00.0,2014,1,3,Saturday,0
00:00.0,2014,1,4,Saturday,0
00:00.0,2014,1,5,Saturday,0
00:00.0,2014,1,6,Saturday,0
00:00.0,2014,1,7,Saturday,0
00:00.0,2014,1,8,Saturday,2
00:00.0,2014,1,9,Saturday,2
00:00.0,2014,1,10,Saturday,7
00:00.0,2014,1,11,Saturday,24
00:00.0,2014,1,12,Saturday,10
00:00.0,2014,1,13,Saturday,12
00:00.0,2014,1,14,Saturday,6
00:00.0,2014,1,15,Saturday,3
00:00.0,2014,1,16,Saturday,5.299999952
00:00.0,2014,1,17,Saturday,2
00:00.0,2014,1,18,Saturday,7
00:00.0,2014,1,19,Saturday,1
00:00.0,2014,1,20,Saturday,0.5
00:00.0,2014,1,21,Saturday,0
00:00.0,2014,1,22,Saturday,0
00:00.0,2014,1,23,Saturday,0
00:00.0,2014,1,0,Sunday,0
00:00.0,2014,1,1,Sunday,0
00:00.0,2014,1,2,Sunday,0
00:00.0,2014,1,3,Sunday,0
00:00.0,2014,1,4,Sunday,0
00:00.0,2014,1,5,Sunday,0
00:00.0,2014,1,6,Sunday,0
00:00.0,2014,1,7,Sunday,0
00:00.0,2014,1,8,Sunday,8
00:00.0,2014,1,9,Sunday,1
00:00.0,2014,1,10,Sunday,7.01000002
00:00.0,2014,1,11,Sunday,5
00:00.0,2014,1,12,Sunday,7
00:00.0,2014,1,13,Sunday,6
00:00.0,2014,1,14,Sunday,0
00:00.0,2014,1,15,Sunday,0
00:00.0,2014,1,16,Sunday,0
00:00.0,2014,1,17,Sunday,0
00:00.0,2014,1,18,Sunday,0
00:00.0,2014,1,19,Sunday,0
00:00.0,2014,1,20,Sunday,0
00:00.0,2014,1,21,Sunday,0
00:00.0,2014,1,22,Sunday,0
00:00.0,2014,1,23,Sunday,0
00:00.0,2014,1,0,Monday,0
00:00.0,2014,1,1,Monday,0
00:00.0,2014,1,2,Monday,0
00:00.0,2014,1,3,Monday,0
00:00.0,2014,1,4,Monday,0
00:00.0,2014,1,5,Monday,0
00:00.0,2014,1,6,Monday,0
00:00.0,2014,1,7,Monday,0
00:00.0,2014,1,8,Monday,2.340000004
00:00.0,2014,1,9,Monday,4
00:00.0,2014,1,10,Monday,6
00:00.0,2014,1,11,Monday,4.330000043
00:00.0,2014,1,12,Monday,11
00:00.0,2014,1,13,Monday,9
00:00.0,2014,1,14,Monday,4
00:00.0,2014,1,15,Monday,3
00:00.0,2014,1,16,Monday,4.299999908
00:00.0,2014,1,17,Monday,2
00:00.0,2014,1,18,Monday,1
00:00.0,2014,1,19,Monday,1
00:00.0,2014,1,20,Monday,2.5
00:00.0,2014,1,21,Monday,2.340000033
00:00.0,2014,1,22,Monday,0
00:00.0,2014,1,23,Monday,0
00:00.0,2014,1,0,Tuesday,0
00:00.0,2014,1,1,Tuesday,0
00:00.0,2014,1,2,Tuesday,0
00:00.0,2014,1,3,Tuesday,0
00:00.0,2014,1,4,Tuesday,0
00:00.0,2014,1,5,Tuesday,0
00:00.0,2014,1,6,Tuesday,0
00:00.0,2014,1,7,Tuesday,0
00:00.0,2014,1,8,Tuesday,0
00:00.0,2014,1,9,Tuesday,13
00:00.0,2014,1,10,Tuesday,2
00:00.0,2014,1,11,Tuesday,2
00:00.0,2014,1,12,Tuesday,2.200000003
00:00.0,2014,1,13,Tuesday,9.600000024
00:00.0,2014,1,14,Tuesday,3.279999971
00:00.0,2014,1,15,Tuesday,5
00:00.0,2014,1,16,Tuesday,4
00:00.0,2014,1,17,Tuesday,8.340000033
00:00.0,2014,1,18,Tuesday,3
00:00.0,2014,1,19,Tuesday,2.100000024
00:00.0,2014,1,20,Tuesday,1
00:00.0,2014,1,21,Tuesday,3
00:00.0,2014,1,22,Tuesday,0
00:00.0,2014,1,23,Tuesday,0
00:00.0,2014,1,0,Wednesday,0
00:00.0,2014,1,1,Wednesday,0
00:00.0,2014,1,2,Wednesday,0
00:00.0,2014,1,3,Wednesday,0
00:00.0,2014,1,4,Wednesday,0
00:00.0,2014,1,5,Wednesday,0
00:00.0,2014,1,6,Wednesday,0
00:00.0,2014,1,7,Wednesday,0
00:00.0,2014,1,8,Wednesday,0
00:00.0,2014,1,9,Wednesday,2
00:00.0,2014,1,10,Wednesday,2.330000043
00:00.0,2014,1,11,Wednesday,3
00:00.0,2014,1,12,Wednesday,3
00:00.0,2014,1,13,Wednesday,1
00:00.0,2014,1,14,Wednesday,4
00:00.0,2014,1,15,Wednesday,3
00:00.0,2014,1,16,Wednesday,1
00:00.0,2014,1,17,Wednesday,7
00:00.0,2014,1,18,Wednesday,6
00:00.0,2014,1,19,Wednesday,2
00:00.0,2014,1,20,Wednesday,4
00:00.0,2014,1,21,Wednesday,1
00:00.0,2014,1,22,Wednesday,0
00:00.0,2014,1,23,Wednesday,0
00:00.0,2014,1,0,Thursday,0
00:00.0,2014,1,1,Thursday,0
00:00.0,2014,1,2,Thursday,0
00:00.0,2014,1,3,Thursday,0
00:00.0,2014,1,4,Thursday,0
00:00.0,2014,1,5,Thursday,0
00:00.0,2014,1,6,Thursday,0
00:00.0,2014,1,7,Thursday,0
00:00.0,2014,1,8,Thursday,3.600000024
00:00.0,2014,1,9,Thursday,2
00:00.0,2014,1,10,Thursday,4
00:00.0,2014,1,11,Thursday,2.340000004
00:00.0,2014,1,12,Thursday,15
00:00.0,2014,1,13,Thursday,2
00:00.0,2014,1,14,Thursday,4.340000004
00:00.0,2014,1,15,Thursday,5.340000004
